,acronym,wiki_counts,inss_counts,fauda_counts,teheran_counts,total_counts
925,"הבה""ד",13.0,0.0,0.0,0.0,13.0
926,"באש""פ",0.0,8.0,0.0,0.0,8.0
927,"במל""טים",0.0,7.0,0.0,0.0,7.0
928,"ארמק""ו",0.0,7.0,0.0,0.0,7.0
929,"ו""בין",6.0,0.0,0.0,0.0,6.0
930,"ב""עופרת",0.0,8.0,1.0,0.0,9.0
931,"ליוניפי""ל",0.0,10.0,0.0,0.0,10.0
932,"אנדו""ף",0.0,18.0,0.0,0.0,18.0
933,"וחי""ר",18.0,0.0,0.0,0.0,18.0
934,"ל""לא",14.0,0.0,0.0,0.0,14.0
935,"ה""שהאב",0.0,6.0,0.0,0.0,6.0
936,"הסד""כ",8.0,3.0,0.0,0.0,11.0
937,"סנטקו""ם",0.0,6.0,0.0,0.0,6.0
938,"ב""אחר",6.0,0.0,0.0,0.0,6.0
939,"לבה""ד",7.0,0.0,0.0,0.0,7.0
940,"תמ""ס",0.0,9.0,0.0,0.0,9.0
941,"ה""סטנד",0.0,7.0,0.0,0.0,7.0
942,"ו""רשת",18.0,0.0,0.0,0.0,18.0
943,"מב""ם",0.0,7.0,0.0,0.0,7.0
944,"בה""ד",49.0,0.0,0.0,0.0,49.0
945,"הרא""ש",136.0,0.0,0.0,0.0,136.0
946,"המב""ם",0.0,16.0,0.0,0.0,16.0
947,"צל""ב",0.0,8.0,0.0,0.0,8.0
948,"לצל""ב",0.0,10.0,0.0,0.0,10.0
949,"ב""שכירי",0.0,8.0,0.0,0.0,8.0
950,"מדו""ח",11.0,3.0,0.0,0.0,14.0
951,"המל""ת",0.0,20.0,0.0,0.0,20.0
952,"שצה""ל",62.0,64.0,0.0,0.0,126.0
953,"הכב""מ",0.0,7.0,0.0,0.0,7.0
954,"ל""כוח",8.0,1.0,0.0,0.0,9.0
955,"ה""כוח",38.0,0.0,0.0,0.0,38.0
956,"ב""ידיעות",45.0,1.0,0.0,0.0,46.0
957,"ע""א",56.0,0.0,0.0,0.0,56.0
958,"ל""קבוצת",8.0,1.0,0.0,0.0,9.0
959,"החי""ר",290.0,3.0,0.0,0.0,293.0
960,"ב""לה",12.0,0.0,0.0,0.0,12.0
961,"לפיפ""א",12.0,1.0,0.0,0.0,13.0
962,"ל""מי",7.0,0.0,0.0,0.0,7.0
963,"ה""בית",23.0,0.0,0.0,0.0,23.0
964,"תשע""ג",226.0,0.0,0.0,0.0,226.0
965,"הרי""ף",99.0,0.0,0.0,0.0,99.0
966,"ה""טור",8.0,0.0,0.0,0.0,8.0
967,"מ""בית",13.0,0.0,0.0,0.0,13.0
968,"ה""שולחן",10.0,0.0,0.0,0.0,10.0
969,"מבית""ר",9.0,0.0,0.0,0.0,9.0
970,"כ""אנשי",7.0,0.0,0.0,0.0,7.0
971,"טק""א",7.0,1.0,0.0,0.0,8.0
972,"נל""א",8.0,0.0,0.0,0.0,8.0
973,"ה""חץ",13.0,1.0,0.0,0.0,14.0
974,"הש""י",93.0,0.0,0.0,0.0,93.0
975,"תש""ז",137.0,0.0,0.0,0.0,137.0
976,"ע""ו",13.0,0.0,0.0,0.0,13.0
977,"כ""מדינת",9.0,7.0,0.0,0.0,16.0
978,"תשמ""ז",128.0,0.0,0.0,0.0,128.0
979,"תשי""ט",107.0,0.0,0.0,0.0,107.0
980,"ב""תחום",12.0,1.0,0.0,0.0,13.0
981,"הממ""ד",7.0,1.0,0.0,0.0,8.0
982,"תשל""ו",127.0,0.0,0.0,0.0,127.0
983,"ש""איש",7.0,0.0,0.0,0.0,7.0
984,"תנ""כי",23.0,0.0,0.0,0.0,23.0
985,"עפ""י",22.0,0.0,0.0,0.0,22.0
986,"בג""צ",1.0,7.0,0.0,0.0,8.0
987,"ש""כל",27.0,2.0,0.0,0.0,29.0
988,"תש""ן",115.0,0.0,0.0,0.0,115.0
989,"קכ""ב",8.0,0.0,0.0,0.0,8.0
990,"סכו""ם",6.0,0.0,0.0,0.0,6.0
991,"ב""הד",7.0,0.0,0.0,0.0,7.0
992,"ל""מוסד",7.0,0.0,0.0,0.0,7.0
993,"תשנ""ח",185.0,0.0,0.0,0.0,185.0
994,"אח""י",197.0,0.0,0.0,0.0,197.0
995,"ב""מועדון",8.0,0.0,0.0,0.0,8.0
996,"המפד""ל",269.0,0.0,0.0,0.0,269.0
997,"מפד""ל",62.0,0.0,0.0,0.0,62.0
998,"בבי""ס",8.0,0.0,0.0,0.0,8.0
999,"הח""כ",7.0,0.0,0.0,0.0,7.0
1000,"ב""ניו",15.0,3.0,0.0,0.0,18.0
1001,"ו""שיר",34.0,0.0,0.0,0.0,34.0
1002,"כ""זמר",7.0,0.0,0.0,0.0,7.0
1003,"מהמפד""ל",37.0,0.0,0.0,0.0,37.0
1004,"כ""שיר",20.0,0.0,0.0,0.0,20.0
1005,"והאדמו""ר",15.0,0.0,0.0,0.0,15.0
1006,"גל""צ",32.0,0.0,0.0,0.0,32.0
1007,"כיו""ר",320.0,10.0,0.0,0.0,330.0
1008,"והמפד""ל",21.0,0.0,0.0,0.0,21.0
1009,"שהנ""ל",6.0,0.0,0.0,0.0,6.0
1010,"ומתנ""ס",8.0,0.0,0.0,0.0,8.0
1011,"מטכ""ל",306.0,4.0,1.0,0.0,311.0
1012,"ב""ק",20.0,0.0,0.0,0.0,20.0
1013,"קי""א",7.0,0.0,0.0,0.0,7.0
1014,"ובחו""ל",27.0,14.0,0.0,0.0,41.0
1015,"לאח""י",8.0,0.0,0.0,0.0,8.0
1016,"תקפ""ז",6.0,0.0,0.0,0.0,6.0
1017,"תרל""א",10.0,0.0,0.0,0.0,10.0
1018,"לרש""י",39.0,0.0,0.0,0.0,39.0
1019,"לעו""ד",15.0,0.0,0.0,0.0,15.0
1020,"במפד""ל",16.0,0.0,0.0,0.0,16.0
1021,"המח""ל",14.0,0.0,0.0,0.0,14.0
1022,"המהר""ש",13.0,0.0,0.0,0.0,13.0
1023,"בבית""ר",36.0,0.0,0.0,0.0,36.0
1024,"תרכ""ו",21.0,0.0,0.0,0.0,21.0
1025,"תר""ז",8.0,0.0,0.0,0.0,8.0
1026,"מהר""ש",8.0,0.0,0.0,0.0,8.0
1027,"כ""ק",8.0,0.0,0.0,0.0,8.0
1028,"המפח""ש",16.0,0.0,0.0,0.0,16.0
1029,"מז""י",14.0,0.0,0.0,0.0,14.0
1030,"אופ""א",468.0,0.0,0.0,0.0,468.0
1031,"רמ""ט",6.0,0.0,0.0,0.0,6.0
1032,"תו""ל",7.0,0.0,0.0,0.0,7.0
1033,"אט""ל",7.0,0.0,0.0,0.0,7.0
1034,"לבית""ר",38.0,0.0,0.0,0.0,38.0
1035,"התר""ש",1.0,7.0,0.0,0.0,8.0
1036,"ב""פרשת",8.0,0.0,0.0,0.0,8.0
1037,"תר""ש",1.0,13.0,0.0,0.0,14.0
1038,"נק""ל",12.0,1.0,1.0,0.0,14.0
1039,"ל""משפט",6.0,0.0,0.0,0.0,6.0
1040,"נ""מ",242.0,9.0,0.0,0.0,251.0
1041,"בסב""ר",11.0,0.0,0.0,0.0,11.0
1042,"צה""לי",22.0,4.0,0.0,0.0,26.0
1043,"הסב""ר",6.0,0.0,0.0,0.0,6.0
1044,"למכ""ם",29.0,0.0,0.0,1.0,30.0
1045,"ממר""ם",34.0,0.0,0.0,0.0,34.0
1046,"ה""מגן",8.0,0.0,0.0,0.0,8.0
1047,"משהב""ט",8.0,1.0,0.0,0.0,9.0
1048,"אג""ת",6.0,8.0,0.0,0.0,14.0
1049,"בצה""ל",1634.0,219.0,0.0,0.0,1853.0
1050,"בנק""י",33.0,0.0,0.0,0.0,33.0
1051,"למק""י",9.0,0.0,0.0,0.0,9.0
1052,"ל""יד",8.0,0.0,0.0,0.0,8.0
1053,"בע""ח",14.0,0.0,0.0,0.0,14.0
1054,"הנ""מ",148.0,1.0,0.0,2.0,151.0
1055,"שבצה""ל",5.0,2.0,0.0,0.0,7.0
1056,"קמ""ש",436.0,5.0,0.0,0.0,441.0
1057,"ל""מרכז",14.0,1.0,0.0,0.0,15.0
1058,"לממר""ם",7.0,0.0,0.0,0.0,7.0
1059,"מזי""א",25.0,0.0,0.0,0.0,25.0
1060,"ל""כפר",8.0,0.0,0.0,0.0,8.0
1061,"ל""נווה",6.0,0.0,0.0,0.0,6.0
1062,"חטמ""ר",7.0,0.0,0.0,0.0,7.0
1063,"התשע""ו",9.0,1.0,0.0,0.0,10.0
1064,"במג""ב",44.0,5.0,0.0,0.0,49.0
1065,"והימ""מ",16.0,0.0,0.0,0.0,16.0
1066,"כמפכ""ל",8.0,0.0,0.0,0.0,8.0
1067,"מחט""ב",6.0,0.0,0.0,0.0,6.0
1068,"סמנכ""ל",35.0,4.0,0.0,0.0,39.0
1069,"נת""ע",26.0,0.0,0.0,0.0,26.0
1070,"וכיו""ר",28.0,0.0,0.0,0.0,28.0
1071,"במכ""ם",30.0,3.0,0.0,0.0,33.0
1072,"שהמכ""ם",6.0,1.0,0.0,1.0,8.0
1073,"ב""פרויקט",17.0,0.0,0.0,0.0,17.0
1074,"תע""ל",58.0,15.0,0.0,0.0,73.0
1075,"ס""ה",10.0,0.0,0.0,0.0,10.0
1076,"מחד""ש",6.0,0.0,0.0,0.0,6.0
1077,"בל""ד",44.0,18.0,0.0,0.0,62.0
1078,"ותע""ל",7.0,1.0,0.0,0.0,8.0
1079,"רע""ם",60.0,9.0,0.0,0.0,69.0
1080,"שב""ס",18.0,2.0,0.0,0.0,20.0
1081,"צל""שי",8.0,0.0,0.0,0.0,8.0
1082,"גפ""ת",6.0,0.0,0.0,0.0,6.0
1083,"ע""ח",6.0,0.0,0.0,0.0,6.0
1084,"אפ""ק",30.0,0.0,0.0,0.0,30.0
1085,"ס""ב",8.0,0.0,0.0,0.0,8.0
1086,"ב""על",25.0,0.0,0.0,0.0,25.0
1087,"כ""צ",6.0,0.0,0.0,0.0,6.0
1088,"ב""שיר",18.0,0.0,0.0,0.0,18.0
1089,"הרס""ג",6.0,0.0,0.0,0.0,6.0
1090,"ק""א",16.0,0.0,0.0,0.0,16.0
1091,"ש""ך",12.0,0.0,0.0,0.0,12.0
1092,"ל""ו",28.0,0.0,0.0,0.0,28.0
1093,"באש""ף",55.0,10.0,0.0,0.0,65.0
1094,"אט""א",18.0,0.0,0.0,0.0,18.0
1095,"אח""מים",11.0,0.0,1.0,0.0,12.0
1096,"וכטב""מים",2.0,7.0,0.0,0.0,9.0
1097,"סמ""ג",12.0,0.0,0.0,0.0,12.0
1098,"העב""מים",10.0,0.0,0.0,0.0,10.0
1099,"ודו""חות",11.0,1.0,0.0,0.0,12.0
1100,"אח""מ",8.0,0.0,1.0,0.0,9.0
1101,"ב""ארגון",8.0,0.0,0.0,0.0,8.0
1102,"שמנכ""ל",4.0,2.0,0.0,0.0,6.0
1103,"מ""ר",270.0,3.0,0.0,0.0,273.0
1104,"תרמ""ז",27.0,0.0,0.0,0.0,27.0
1105,"ר""ש",15.0,0.0,0.0,0.0,15.0
1106,"הרמטכ""ל",782.0,193.0,1.0,0.0,976.0
1107,"הדנ""א",28.0,0.0,1.0,0.0,29.0
1108,"הדו""ח",304.0,159.0,0.0,0.0,463.0
1109,"תר""ף",28.0,0.0,0.0,0.0,28.0
1110,"וד""ר",156.0,6.0,0.0,0.0,162.0
1111,"מ""ה",12.0,0.0,0.0,0.0,12.0
1112,"ל""גן",6.0,0.0,0.0,0.0,6.0
1113,"ונגמ""שים",13.0,0.0,0.0,0.0,13.0
1114,"ו""בן",9.0,0.0,0.0,0.0,9.0
1115,"התשפ""ג",7.0,0.0,0.0,0.0,7.0
1116,"כבג""ץ",10.0,1.0,0.0,0.0,11.0
1117,"ס""מ",1174.0,0.0,0.0,0.0,1174.0
1118,"מלש""בים",12.0,0.0,0.0,0.0,12.0
1119,"ב""תאוריה",7.0,0.0,0.0,0.0,7.0
1120,"ב""כאן",9.0,0.0,0.0,0.0,9.0
1121,"נ""ט",342.0,20.0,0.0,0.0,362.0
1122,"ב""לא",10.0,0.0,0.0,0.0,10.0
1123,"סל""ה",9.0,0.0,0.0,0.0,9.0
1124,"הרש""ק",12.0,1.0,0.0,0.0,13.0
1125,"לקק""ל",19.0,0.0,0.0,0.0,19.0
1126,"באופ""א",9.0,0.0,0.0,0.0,9.0
1127,"כ""מגן",2.0,12.0,0.0,0.0,14.0
1128,"אל""ם",253.0,8.0,0.0,0.0,261.0
1129,"רמ""א",10.0,2.0,0.0,0.0,12.0
1130,"ש""א",6.0,0.0,0.0,0.0,6.0
1131,"מלכ""ר",26.0,0.0,0.0,0.0,26.0
1132,"הרא""ם",14.0,0.0,0.0,0.0,14.0
1133,"ברש""י",10.0,0.0,0.0,0.0,10.0
1134,"מוהר""ן",53.0,0.0,0.0,0.0,53.0
1135,"התשע""ג",8.0,0.0,0.0,0.0,8.0
1136,"תקס""ג",8.0,0.0,0.0,0.0,8.0
1137,"תרנ""ב",22.0,0.0,0.0,0.0,22.0
1138,"תקפ""א",7.0,0.0,0.0,0.0,7.0
1139,"תקע""ג",7.0,0.0,0.0,0.0,7.0
1140,"אב""כ",38.0,2.0,0.0,0.0,40.0
1141,"תקפ""ח",10.0,0.0,0.0,0.0,10.0
1142,"תרכ""ז",14.0,0.0,0.0,0.0,14.0
1143,"ואב""ד",9.0,0.0,0.0,0.0,9.0
1144,"תקצ""ו",7.0,0.0,0.0,0.0,7.0
1145,"ב""יום",24.0,7.0,0.0,0.0,31.0
1146,"ו""מה",17.0,0.0,0.0,0.0,17.0
1147,"ו""אם",7.0,0.0,0.0,0.0,7.0
1148,"כ""הסכם",5.0,1.0,0.0,0.0,6.0
1149,"הר""מים",14.0,0.0,0.0,0.0,14.0
1150,"ה""שיר",8.0,0.0,0.0,0.0,8.0
1151,"ו""אבא",11.0,0.0,0.0,0.0,11.0
1152,"חי""ר",535.0,6.0,2.0,0.0,543.0
1153,"והאר""י",6.0,0.0,0.0,0.0,6.0
1154,"מ""ז",29.0,0.0,0.0,0.0,29.0
1155,"ו""אני",27.0,0.0,0.0,0.0,27.0
1156,"וליו""ר",18.0,0.0,0.0,0.0,18.0
1157,"כ""ראש",10.0,1.0,0.0,0.0,11.0
1158,"ו""זה",12.0,0.0,0.0,0.0,12.0
1159,"ה""אנטי",6.0,0.0,0.0,0.0,6.0
1160,"קע""ם",13.0,0.0,0.0,0.0,13.0
1161,"ה""ניו",32.0,0.0,0.0,0.0,32.0
1162,"ב""חיי",12.0,0.0,0.0,0.0,12.0
1163,"ב""יוליסס",20.0,0.0,0.0,0.0,20.0
1164,"ב""דיוקן",10.0,0.0,0.0,0.0,10.0
1165,"ל""דיוקן",6.0,0.0,0.0,0.0,6.0
1166,"ב""ג",13.0,0.0,0.0,0.0,13.0
1167,"אופ""ק",34.0,49.0,0.0,0.0,83.0
1168,"ל""איש",16.0,0.0,0.0,0.0,16.0
1169,"מ""צ",23.0,0.0,0.0,0.0,23.0
1170,"כ""שנת",6.0,3.0,0.0,0.0,9.0
1171,"היו""ר",77.0,6.0,0.0,0.0,83.0
1172,"ל""חוק",19.0,1.0,0.0,0.0,20.0
1173,"במזקו""ם",7.0,0.0,0.0,0.0,7.0
1174,"תר""מ",9.0,0.0,0.0,0.0,9.0
1175,"ב""דבר",52.0,0.0,0.0,0.0,52.0
1176,"מ""י",7.0,57.0,0.0,0.0,64.0
1177,"ס""ט",15.0,0.0,0.0,0.0,15.0
1178,"לצל""ש",26.0,0.0,0.0,0.0,26.0
1179,"בי""ד",30.0,0.0,0.0,0.0,30.0
1180,"האדמו""רות",8.0,0.0,0.0,0.0,8.0
1181,"התמ""ג",127.0,17.0,0.0,0.0,144.0
1182,"המהר""ם",51.0,0.0,0.0,0.0,51.0
1183,"מהר""י",16.0,0.0,0.0,0.0,16.0
1184,"זצוק""ל",12.0,0.0,0.0,0.0,12.0
1185,"ה""רגילים",9.0,0.0,0.0,0.0,9.0
1186,"ה""חברה",10.0,1.0,0.0,0.0,11.0
1187,"כ""ך",23.0,0.0,0.0,0.0,23.0
1188,"ה""לא",17.0,2.0,0.0,0.0,19.0
1189,"לדו""ח",15.0,13.0,0.0,0.0,28.0
1190,"ה""קלאסית",16.0,0.0,0.0,0.0,16.0
1191,"ואח""י",26.0,0.0,0.0,0.0,26.0
1192,"ב""קפה",6.0,0.0,0.0,0.0,6.0
1193,"באח""י",6.0,0.0,0.0,0.0,6.0
1194,"תוה""ד",4.0,2.0,0.0,0.0,6.0
1195,"ל""מבצע",15.0,0.0,0.0,0.0,15.0
1196,"מפיפ""א",10.0,1.0,0.0,0.0,11.0
1197,"ביה""ד",18.0,0.0,0.0,0.0,18.0
1198,"התנ""ך",1144.0,0.0,0.0,0.0,1144.0
1199,"לקב""ה",15.0,0.0,0.0,0.0,15.0
1200,"שהקב""ה",11.0,0.0,0.0,0.0,11.0
1201,"ה""קיבוץ",6.0,0.0,0.0,0.0,6.0
1202,"למ""ר",15.0,0.0,0.0,0.0,15.0
1203,"ה""ג",31.0,1.0,0.0,0.0,32.0
1204,"ב""טור",12.0,0.0,0.0,0.0,12.0
1205,"החי""ל",14.0,0.0,0.0,0.0,14.0
1206,"ב""קבוצת",8.0,0.0,0.0,0.0,8.0
1207,"ממ""ג",8.0,0.0,0.0,0.0,8.0
1208,"מהרמטכ""ל",18.0,0.0,0.0,0.0,18.0
1209,"יו""ר",894.0,87.0,0.0,0.0,981.0
1210,"להט""בים",33.0,1.0,0.0,0.0,34.0
1211,"ללהט""בים",6.0,0.0,0.0,0.0,6.0
1212,"ל""קו",8.0,1.0,0.0,0.0,9.0
1213,"גדחה""ן",7.0,0.0,0.0,0.0,7.0
1214,"תרס""ה",38.0,0.0,0.0,0.0,38.0
1215,"תש""ה",81.0,0.0,0.0,0.0,81.0
1216,"תרנ""ח",17.0,0.0,0.0,0.0,17.0
1217,"להרמב""ם",28.0,0.0,0.0,0.0,28.0
1218,"חב""דית",6.0,0.0,0.0,0.0,6.0
1219,"תרנ""ט",24.0,0.0,0.0,0.0,24.0
1220,"ואל""ם",11.0,2.0,0.0,0.0,13.0
1221,"מנכ""לים",16.0,3.0,0.0,0.0,19.0
1222,"וסא""ל",10.0,0.0,0.0,0.0,10.0
1223,"כ""אנשים",7.0,0.0,0.0,0.0,7.0
1224,"תרס""א",16.0,0.0,0.0,0.0,16.0
1225,"שב""חים",2.0,6.0,0.0,0.0,8.0
1226,"ב""ש",15.0,0.0,0.0,0.0,15.0
1227,"ו""רק",6.0,1.0,0.0,0.0,7.0
1228,"תשי""ב",99.0,3.0,0.0,0.0,102.0
1229,"צל""שים",30.0,0.0,0.0,0.0,30.0
1230,"תרנ""ז",25.0,0.0,0.0,0.0,25.0
1231,"לראב""ד",10.0,0.0,0.0,0.0,10.0
1232,"רמב""ן",105.0,0.0,0.0,0.0,105.0
1233,"תשנ""ו",147.0,0.0,0.0,0.0,147.0
1234,"מהנ""ל",11.0,0.0,0.0,0.0,11.0
1235,"הרי""ם",34.0,0.0,0.0,0.0,34.0
1236,"שג""ר",58.0,0.0,0.0,0.0,58.0
1237,"נ""ז",13.0,0.0,0.0,0.0,13.0
1238,"ומכ""ם",8.0,0.0,0.0,0.0,8.0
1239,"ל""ברית",11.0,3.0,0.0,0.0,14.0
1240,"בכ""ה",34.0,0.0,0.0,0.0,34.0
1241,"שארה""ב",2.0,8.0,0.0,0.0,10.0
1242,"תשע""ט",137.0,0.0,0.0,0.0,137.0
1243,"למו""ל",21.0,0.0,0.0,0.0,21.0
1244,"כר""מים",10.0,0.0,0.0,0.0,10.0
1245,"הבד""ץ",10.0,0.0,0.0,0.0,10.0
1246,"מ""ב",21.0,0.0,0.0,0.0,21.0
1247,"נ""ג",15.0,0.0,0.0,0.0,15.0
1248,"מת""ב",8.0,0.0,0.0,0.0,8.0
1249,"והיו""ר",11.0,1.0,0.0,0.0,12.0
1250,"תש""פ",50.0,0.0,0.0,0.0,50.0
1251,"כמנכ""לית",9.0,0.0,0.0,0.0,9.0
1252,"תשס""ד",214.0,1.0,0.0,0.0,215.0
1253,"תשס""ה",216.0,0.0,0.0,0.0,216.0
1254,"ו""מוות",7.0,2.0,0.0,0.0,9.0
1255,"ב""יתד",7.0,0.0,0.0,0.0,7.0
1256,"צמ""ד",9.0,0.0,0.0,0.0,9.0
1257,"ל""על",8.0,0.0,0.0,0.0,8.0
1258,"תשע""ד",188.0,0.0,0.0,0.0,188.0
1259,"פק""פ",12.0,0.0,0.0,0.0,12.0
1260,"בתל""ג",13.0,2.0,0.0,0.0,15.0
1261,"והתל""ג",4.0,2.0,0.0,0.0,6.0
1262,"בצל""ש",47.0,0.0,0.0,0.0,47.0
1263,"קל""ד",8.0,0.0,0.0,0.0,8.0
1264,"תרל""ג",13.0,0.0,0.0,0.0,13.0
1265,"ב""העולם",19.0,0.0,0.0,0.0,19.0
1266,"ב""הפועל",9.0,0.0,0.0,0.0,9.0
1267,"מ""ידיעות",9.0,0.0,0.0,0.0,9.0
1268,"מק""ג",12.0,0.0,0.0,0.0,12.0
1269,"כמ""פ",7.0,0.0,0.0,0.0,7.0
1270,"פו""ש",6.0,0.0,0.0,0.0,6.0
1271,"בח""א",6.0,0.0,0.0,0.0,6.0
1272,"קמ""א",10.0,0.0,0.0,0.0,10.0
1273,"כ""רב",6.0,0.0,0.0,0.0,6.0
1274,"קב""א",10.0,0.0,0.0,0.0,10.0
1275,"דפ""ר",6.0,0.0,0.0,0.0,6.0
1276,"בפס""ד",16.0,0.0,0.0,0.0,16.0
1277,"ב""צוותא",6.0,0.0,0.0,0.0,6.0
1278,"רו""ח",9.0,0.0,0.0,0.0,9.0
1279,"תשפ""ח",8.0,0.0,0.0,0.0,8.0
1280,"ב""מועצה",6.0,1.0,0.0,0.0,7.0
1281,"ט""ו",310.0,0.0,0.0,0.0,310.0
1282,"ב""מבצע",31.0,0.0,0.0,0.0,31.0
1283,"נח""ל",304.0,1.0,0.0,0.0,305.0
1284,"ב""ארמון",9.0,0.0,0.0,0.0,9.0
1285,"לרק""ם",9.0,1.0,0.0,0.0,10.0
1286,"מה""ט",6.0,0.0,0.0,0.0,6.0
1287,"ומחו""ל",18.0,0.0,0.0,0.0,18.0
1288,"פיד""ה",47.0,0.0,0.0,0.0,47.0
1289,"המ""פ",26.0,1.0,2.0,0.0,29.0
1290,"הבה""דים",17.0,0.0,0.0,0.0,17.0
1291,"במתנ""ס",12.0,0.0,0.0,0.0,12.0
1292,"נוע""ם",6.0,0.0,0.0,0.0,6.0
1293,"מש""צים",7.0,0.0,0.0,0.0,7.0
1294,"סמ""ר",34.0,0.0,0.0,0.0,34.0
1295,"אס""א",17.0,0.0,0.0,0.0,17.0
1296,"חיד""א",10.0,0.0,0.0,0.0,10.0
1297,"ו""מדינת",6.0,1.0,0.0,0.0,7.0
1298,"רב""ט",30.0,1.0,0.0,0.0,31.0
1299,"מתנ""סים",22.0,0.0,0.0,0.0,22.0
1300,"אמי""ת",33.0,0.0,0.0,0.0,33.0
1301,"הסת""ם",10.0,0.0,0.0,0.0,10.0
1302,"ב""אל",11.0,2.0,0.0,0.0,13.0
1303,"מב""ת",7.0,0.0,0.0,0.0,7.0
1304,"ו""ידיעות",9.0,1.0,0.0,0.0,10.0
1305,"לתנ""ך",133.0,0.0,0.0,0.0,133.0
1306,"השפד""ן",14.0,0.0,0.0,0.0,14.0
1307,"ו""גן",10.0,0.0,0.0,0.0,10.0
1308,"ל""רמת",6.0,0.0,0.0,0.0,6.0
1309,"במצ""ח",7.0,0.0,0.0,0.0,7.0
1310,"ל""ח",16.0,0.0,0.0,0.0,16.0
1311,"וקק""ל",12.0,0.0,0.0,0.0,12.0
1312,"ל""בני",6.0,0.0,0.0,0.0,6.0
1313,"התשי""א",9.0,0.0,0.0,0.0,9.0
1314,"ולצה""ל",9.0,3.0,0.0,0.0,12.0
1315,"ל""מועדון",10.0,0.0,0.0,0.0,10.0
1316,"ב""מצעד",10.0,0.0,0.0,0.0,10.0
1317,"במפ""ם",20.0,0.0,0.0,0.0,20.0
1318,"כ""עיר",34.0,0.0,0.0,0.0,34.0
1319,"ב""צד",7.0,0.0,0.0,0.0,7.0
1320,"ב""מערכת",7.0,0.0,0.0,0.0,7.0
1321,"מנתב""ג",6.0,1.0,0.0,0.0,7.0
1322,"ות""ת",7.0,0.0,0.0,0.0,7.0
1323,"ז""ל",114.0,6.0,0.0,0.0,120.0
1324,"ש""ח",549.0,71.0,0.0,0.0,620.0
1325,"החב""דית",12.0,0.0,0.0,0.0,12.0
1326,"הנדל""ן",73.0,8.0,0.0,0.0,81.0
1327,"תקנ""ז",6.0,0.0,0.0,0.0,6.0
1328,"מהאדמו""רים",6.0,0.0,0.0,0.0,6.0
1329,"המהרי""ל",21.0,0.0,0.0,0.0,21.0
1330,"למפא""י",44.0,0.0,0.0,0.0,44.0
1331,"מחב""ד",14.0,0.0,0.0,0.0,14.0
1332,"לחב""ד",8.0,0.0,0.0,0.0,8.0
1333,"חב""די",7.0,0.0,0.0,0.0,7.0
1334,"מאדמו""רי",13.0,0.0,0.0,0.0,13.0
1335,"במפא""י",47.0,0.0,0.0,0.0,47.0
1336,"ח""כים",54.0,1.0,0.0,0.0,55.0
1337,"למפ""ם",18.0,0.0,0.0,0.0,18.0
1338,"ורע""מ",5.0,2.0,0.0,0.0,7.0
1339,"ומפ""ם",34.0,0.0,0.0,0.0,34.0
1340,"מיכ""ל",9.0,0.0,0.0,0.0,9.0
1341,"וסמנכ""ל",7.0,0.0,0.0,0.0,7.0
1342,"ומו""ל",19.0,0.0,0.0,0.0,19.0
1343,"הנאסד""ק",11.0,0.0,0.0,0.0,11.0
1344,"ו""תורת",6.0,0.0,0.0,0.0,6.0
1345,"ב""מסע",11.0,0.0,0.0,0.0,11.0
1346,"הו""ד",9.0,0.0,0.0,0.0,9.0
1347,"בנאט""ו",52.0,61.0,0.0,0.0,113.0
1348,"ו""בת",11.0,0.0,0.0,0.0,11.0
1349,"ב""קול",58.0,0.0,0.0,0.0,58.0
1350,"זק""ש",49.0,0.0,0.0,0.0,49.0
1351,"סאל""ט",17.0,0.0,0.0,0.0,17.0
1352,"ממפ""ם",22.0,0.0,0.0,0.0,22.0
1353,"עב""ם",12.0,0.0,0.0,0.0,12.0
1354,"ב""בצלאל",20.0,0.0,0.0,0.0,20.0
1355,"צה""ל",5320.0,1257.0,3.0,0.0,6580.0
1356,"אנזא""ק",105.0,0.0,0.0,0.0,105.0
1357,"השב""ס",18.0,0.0,0.0,0.0,18.0
1358,"מופ""ת",26.0,0.0,0.0,0.0,26.0
1359,"ת""א",184.0,2.0,0.0,0.0,186.0
1360,"ללהט""ב",15.0,0.0,0.0,0.0,15.0
1361,"ו""אי",7.0,1.0,0.0,0.0,8.0
1362,"התשס""א",9.0,0.0,0.0,0.0,9.0
1363,"ב""ציפורי",6.0,0.0,0.0,0.0,6.0
1364,"הבינ""ל",16.0,10.0,0.0,0.0,26.0
1365,"ב""ברית",17.0,0.0,0.0,0.0,17.0
1366,"ל""מלך",15.0,0.0,0.0,0.0,15.0
1367,"כ""אזור",8.0,0.0,0.0,0.0,8.0
1368,"ממע""מ",8.0,0.0,0.0,0.0,8.0
1369,"אקו""ם",142.0,0.0,0.0,0.0,142.0
1370,"להב""ה",9.0,3.0,0.0,0.0,12.0
1371,"מג""ב",250.0,171.0,0.0,0.0,421.0
1372,"שמפא""י",7.0,0.0,0.0,0.0,7.0
1373,"ב""פרשה",10.0,0.0,0.0,0.0,10.0
1374,"המע""מ",46.0,7.0,0.0,0.0,53.0
1375,"לע""ם",7.0,0.0,0.0,0.0,7.0
1376,"חה""כ",5.0,9.0,0.0,0.0,14.0
1377,"ומ""מ",6.0,0.0,0.0,0.0,6.0
1378,"בנא""י",9.0,0.0,0.0,0.0,9.0
